150	112.661
152	112.661
154	112.661
156	112.661
158	112.661
160	112.661
162	112.661
164	112.661
166	112.661
168	112.661
170	112.661
172	112.661
174	112.661
176	112.661
178	112.661
180	112.661
182	112.661
184	112.661
186	112.661
188	112.661
190	112.661
192	112.661
194	112.661
196	112.661
198	112.661
200	112.661
202	103.86
204	87.4797
206	75.6146
208	63.7495
210	51.8844
212	68.3412
214	76.1889
216	84.0366
218	91.8843
220	102.146
222	112.788
224	124.962
226	167.395
228	223.538
230	313.863
232	368.337
234	382.917
236	400.479
238	422.82
240	444.178
242	446.615
244	439.416
246	421.098
248	413.709
250	430.727
252	447.745
254	374.681
256	384.451
258	392.201
260	395.501
262	398.801
264	402.101
266	416.701
268	451.268
270	465.613
272	500.823
274	530.982
276	557.637
278	600.505
280	647.153
282	685.775
284	713.924
286	750.906
288	773.37
290	791.987
292	803.431
294	787.756
296	786.048
298	784.339
300	744.143
302	707.801
304	669.124
306	617.434
308	586.886
310	525.899
312	502.86
314	479.431
316	442.461
318	395.599
320	366.316
322	340.106
324	302.024
326	278.101
328	259.927
330	241.044
332	233.873
334	226.701
336	213.899
338	196.682
340	173.475
342	158.854
344	145.937
346	135.46
348	124.983
350	117.25
352	112.088
354	106.926
356	101.764
358	96.6125
360	91.4771
362	86.3416
364	81.2062
366	76.0708
368	71.9169
370	68.8867
372	65.8564
374	62.8262
376	60.9041
378	59.5459
380	58.1878
382	56.8296
384	56.1607
386	56.4318
388	56.7029
390	56.9739
392	55.4405
394	45.9103
396	53.2963
398	55.9426
400	53.2822
402	50.6218
404	47.966
406	45.8296
408	43.6932
410	43.6208
412	48.0693
414	35.3235
416	36.5148
418	37.706
420	38.8973
422	39.6744
424	37.8817
426	36.089
428	34.2963
430	32.5036
432	30.7109
434	28.9183
436	27.3183
438	25.7489
440	24.1795
442	22.6101
444	21.0406
446	19.4712
448	17.9018
450	16.3323
452	14.8085
454	14.1651
456	13.5216
458	12.8781
460	12.2347
462	11.5912
464	10.9478
466	10.3043
468	9.66085
470	9.22656
472	8.93475
474	8.64294
476	8.35114
478	8.05933
480	7.76752
482	7.47571
484	7.08576
486	6.67182
488	6.25788
490	5.84394
492	5.43
494	5.01606
496	4.60796
498	4.63137
500	4.65479
502	4.67821
504	4.70163
506	4.72504
508	4.74846
510	4.89954
512	5.50506
514	6.11058
516	6.71611
518	7.32163
520	7.92715
522	8.53267
524	9.42097
526	10.6995
528	11.978
530	13.2565
532	14.535
534	16.1245
536	17.7272
538	19.33
540	20.9328
542	22.5355
544	25.1733
546	27.8898
548	30.6063
550	33.3227
552	36.8296
554	40.5336
556	44.2377
558	47.9417
560	51.6457
562	56.4927
564	62.3719
566	68.2511
568	74.1303
570	80.8544
572	87.8011
574	94.7479
576	102.013
578	109.432
580	116.85
582	125.059
584	133.387
586	141.885
588	153.057
590	164.228
592	171.596
594	178.851
596	186.2
598	194.965
600	203.73
602	211.87
604	218.143
606	224.415
608	230.295
610	233.717
612	237.139
614	240.56
616	243.982
618	247.197
620	249.434
622	251.67
624	253.907
626	256.144
628	258.381
630	260.617
632	260.664
634	256.841
636	253.019
638	249.196
640	245.373
642	241.612
644	238.242
646	234.872
648	231.502
650	228.132
652	224.296
654	218.789
656	213.282
658	207.775
660	202.268
662	197.13
664	192.806
666	188.483
668	184.16
670	179.28
672	173.21
674	167.141
676	161.072
678	155.493
680	150.187
682	144.882
684	139.576
686	135.649
688	131.778
690	127.906
692	124.034
694	119.874
696	115.185
698	110.497
700	105.808
702	101.12
704	96.6581
706	92.4846
708	88.3111
710	84.1377
712	79.9642
714	75.7907
716	72.7129
718	70.3505
720	67.9882
722	65.6258
724	63.2635
726	60.9011
728	58.6055
730	56.7209
732	54.8363
734	52.9517
736	51.0672
738	49.1826
740	47.298
742	45.99
744	44.9657
746	43.9413
748	42.917
750	41.8926
752	40.8683
754	39.8439
756	38.2611
758	36.606
760	34.9509
762	33.2958
764	31.6407
766	29.9855
768	28.5255
770	28.7103
772	28.8952
774	29.08
776	29.2649
778	29.4497
780	29.6345
782	29.7352
784	29.6489
786	29.5626
788	29.4763
790	29.39
792	29.3037
794	29.2174
796	28.6573
798	27.6553
800	26.6533
802	25.6513
804	23.8299
806	18.7255
808	13.6211
810	12.2841
812	12.2841
814	12.2841
816	12.2841
818	12.2841
820	12.2841
822	12.2841
824	12.2841
826	12.2841
828	12.2841
830	12.2841
832	12.2841
834	12.2841
836	12.2841
838	12.2841
840	12.2841
842	12.2841
844	12.2841
846	12.2841
848	12.2841
850	12.2841
852	12.2841
854	12.2841
856	12.2841
858	12.2841
860	12.2841
862	12.2841
864	12.2841
866	12.2841
868	12.2841
870	12.2841
872	12.2841
874	12.2841
876	12.2841
878	12.2841
880	12.2841
882	12.2841
884	12.2841
886	12.2841
888	12.2841
890	12.2841
892	12.2841
894	12.2841
896	12.2841
898	12.2841
900	12.2841
