0.2	1e-30
0.3	1e-30
0.315	1e-30
0.316	1e-30
0.3165	1e-30
0.317	1e-30
0.32	1e-30
0.33	1e-30
0.36	1e-30
0.39	1e-30
0.42	1e-30
0.45	1e-30
0.48	1e-30
0.51	1e-30
0.515	1e-30
0.516	1e-30
0.517	1e-30
0.52	7.29002307373204e-31
0.54	5.665676479075808e-32
0.57	9.614247248969282e-33
0.6	3.4007033857478384e-33
0.63	1.6527193165960493e-33
0.66	9.596831011286967e-34
0.69	6.244644755758595e-34
0.696	5.789721749569053e-34
0.697	5.718845476514975e-34
0.698	5.649290735052763e-34
0.701	5.4482413922717136e-34
0.72	4.397620587165225e-34
0.75	3.2818383483833895e-34
0.78	2.560059601156918e-34
0.81	2.0678279098575907e-34
0.839999999999999	1.717758392698626e-34
0.869999999999999	1.4601653873032124e-34
0.9	1.265205672401115e-34
0.9299999999999989	1.1141225387885194e-34
0.959999999999999	9.946689294237925e-35
0.9899999999999991	8.985838209882229e-35
1.	8.707039241091657e-35
1.029	7.993993500531758e-35
1.03	7.971662417926373e-35
1.031	7.949469036453334e-35
1.035	7.862050056374588e-35
1.04	7.755742164069705e-35
1.06	7.361016630057815e-35
1.12	6.413858492090784e-35
1.18	5.72237178090607e-35
1.24	5.202617700413954e-35
1.3	4.8027262892782443e-35
1.36	4.489214995369268e-35
1.42	4.2396630078328565e-35
1.48	4.038580069181225e-35
1.54	3.874971884446093e-35
1.6	3.7408499746892756e-35
1.66	3.630289151459045e-35
1.696	3.5733531281126504e-35
1.698	3.570374738436964e-35
1.7	3.5674149473618403e-35
1.71	3.5528907626696e-35
1.72	3.5388137674790034e-35
1.78	3.4629878384193356e-35
1.84	3.400134865467213e-35
1.8740000000000003	3.369455689576072e-35
1.875	3.3686026610894907e-35
1.876	3.367752355438728e-35
1.89	3.356129763788725e-35
1.8999999999999997	3.348142503756199e-35
1.9599999999999997	3.305323778221546e-35
1.967	3.3008604387391933e-35
2.02	3.270316826454275e-35
2.08	3.2420113813382855e-35
2.14	3.21949409914601e-35
2.189	3.2048668611179846e-35
2.19	3.2046007179607165e-35
2.191	3.204335821078748e-35
2.192	3.20407216775104e-35
2.2	3.2020073826309593e-35
2.26	3.188918012709091e-35
2.32	3.179692957318198e-35
2.38	3.173880595566425e-35
2.44	3.1710959320659804e-35
2.5	3.171008903230382e-35
2.56	3.1733350352827934e-35
2.62	3.177827927019733e-35
2.68	3.184004793777307e-35
2.699	3.1825269570786936e-35
2.71	3.178013977346331e-35
2.711	3.177423485151584e-35
2.715	3.174721641397032e-35
2.72	3.1705254390437034e-35
2.74	3.1429839725255834e-35
2.8	2.9228062552609865e-35
2.86	2.486174584427824e-35
2.92	1.9439591878898248e-35
2.98	1.4401158616921395e-35
3.	1.295164361971019e-35
3.2	4.594504319960213e-36
3.4	1.9727328048145702e-36
3.6	1.01369974178139e-36
3.7999999999999994	5.933564758317721e-37
4.	3.818096159028976e-37
4.2	2.637701367071569e-37
4.4	1.925059549005113e-37
4.6	1.4673889231330757e-37
4.8	1.1585150958067515e-37
5.	9.41419922443608e-38
5.2	7.835862777976364e-38
5.229	7.643516644471798e-38
5.23	7.637025617943498e-38
5.231	7.630543849057206e-38
5.232	7.624071320496958e-38
5.3	7.204706405466826e-38
5.4	6.655181441316392e-38
5.6	5.750214281653116e-38
5.8	5.041879076154173e-38
6.	4.477255820146608e-38
6.2	4.019948374863593e-38
6.4	3.644313747124289e-38
6.6	3.331894113756212e-38
6.8	3.0691470303229655e-38
7.	2.845964380603469e-38
7.2	2.654683546721345e-38
7.4	2.4894135238458274e-38
7.599999999999999	2.345566966579216e-38
7.8	2.2195296235770579e-38
8.	2.108423235311824e-38
8.2	2.009932830381278e-38
8.4	1.9221794601782986e-38
8.6	1.84362514207248e-38
8.8	1.7730010935577982e-38
9.	1.7092529365382036e-38
9.2	1.6514986935406179e-38
9.4	1.5989951616570271e-38
9.6	1.551114043861417e-38
9.8	1.5073196034176778e-38
10.	1.4671529533843946e-38
11.	1.3086229141479926e-38
12.	1.1990898295008578e-38
13.	1.1204410540197471e-38
14.	1.0623809885036195e-38
15.	1.0186705533723636e-38
16.	9.853291030196862e-39
17.	9.597072302220457e-39
18.	9.399782037792279e-39
19.	9.248443478124396e-39
20.	9.133599075360507e-39
21.	9.048201439819715e-39
22.	8.986896965171311e-39
23.	8.945548376522951e-39
24.	8.920909892503731e-39
25.	8.910400549333155e-39
26.	8.911942871192998e-39
27.	8.923846417826228e-39
28.	8.944721991314632e-39
29.	8.973417512699797e-39
30.	9.008969731439958e-39
35.	9.265043761477856e-39
40.	9.609820262890418e-39
45.	1.0009467530454796e-38
50.	1.0445420410466165e-38
55.	1.0906645262867206e-38
60.	1.1386172190411617e-38
65.	1.1879371765962274e-38
70.	1.2383064661796856e-38
75.	1.289498402895969e-38
80.	1.341347256836961e-38
85.	1.3937290444585962e-38
90.	1.446546796763863e-38
95.	1.4997341579616098e-38
100.	1.5532261303019508e-38
150.	2.0980213310967787e-38
200.	2.6510862650939413e-38
249.99999999999997	3.207351152314564e-38
300.	3.765187437530487e-38
350.	4.3239116815177505e-38
400.	4.883186736723197e-38
450.	5.442826617142099e-38
499.99999999999994	6.002720821291916e-38
